ticks;name;search_competence;remove_competence;rescue_competence;search_willingness;remove_willingness;rescue_willingness
132;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
133;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
134;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
135;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
136;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
137;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
138;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
139;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
140;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
141;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
142;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
143;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
144;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
145;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
146;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
147;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
148;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
149;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
150;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
151;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
152;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
153;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
154;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
155;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
156;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
157;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
158;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
159;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
160;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
161;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
162;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
163;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
164;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
165;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
166;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
167;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
168;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
169;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
170;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
171;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
172;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
173;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
174;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
175;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
176;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
177;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
178;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
179;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
180;Delilah;-0.39999999999999986;1.0;1.0;-0.5999999999999999;1.0;-1.0
